airline,price,duration,stops,departure,arrival,returns,datetime
"IberiaOperado por Mel Air for Airnostrum as Iberia,Mel Air for Airnostrum as Iberia",359 €,6 h 55 min,1 escala,12:05,19:00,ida y vuelta,2023-04-22T21:36:25.321386
"IberiaOperado por Mel Air for Airnostrum as Iberia,Mel Air for Airnostrum as Iberia",361 €,25 h 5 min,1 escala,12:05,13:10+1,ida y vuelta,2023-04-22T21:36:25.321386
"IberiaOperado por Air Nostrum for Iberia,Mel Air for Airnostrum as Iberia",361 €,21 h 10 min,1 escala,16:00,13:10+1,ida y vuelta,2023-04-22T21:36:25.321386
"IberiaOperado por Mel Air for Airnostrum as Iberia,Mel Air for Airnostrum as Iberia",361 €,20 h 15 min,1 escala,16:55,13:10+1,ida y vuelta,2023-04-22T21:36:25.321386
"IberiaOperado por Air Nostrum for Iberia,Mel Air for Airnostrum as Iberia",373 €,27 h,1 escala,16:00,19:00+1,ida y vuelta,2023-04-22T21:36:25.321386
"IberiaOperado por Mel Air for Airnostrum as Iberia,Mel Air for Airnostrum as Iberia",373 €,26 h 5 min,1 escala,16:55,19:00+1,ida y vuelta,2023-04-22T21:36:25.321386
"IberiaOperado por Air Nostrum for Iberia,Mel Air for Airnostrum as Iberia",427 €,9 h 20 min,1 escala,9:40,19:00,ida y vuelta,2023-04-22T21:36:25.321386
"IberiaOperado por Air Nostrum for Iberia,Mel Air for Airnostrum as Iberia",429 €,27 h 30 min,1 escala,9:40,13:10+1,ida y vuelta,2023-04-22T21:36:25.321386
"IberiaOperado por Air Nostrum for Iberia,Mel Air for Airnostrum as Iberia,Mel Air for Airnostrum as Iberia",504 €,11 h 20 min,2 escalas,7:40,19:00,ida y vuelta,2023-04-22T21:36:25.321386
"IberiaOperado por Air Nostrum for Iberia,Mel Air for Airnostrum as Iberia,Mel Air for Airnostrum as Iberia",506 €,29 h 30 min,2 escalas,7:40,13:10+1,ida y vuelta,2023-04-22T21:36:25.321386
"IberiaOperado por Air Nostrum for Iberia,Mel Air for Airnostrum as Iberia,Mel Air for Airnostrum as Iberia",507 €,11 h 20 min,2 escalas,7:40,19:00,ida y vuelta,2023-04-22T21:36:25.321386
"IberiaOperado por Air Nostrum for Iberia,Mel Air for Airnostrum as Iberia,Mel Air for Airnostrum as Iberia",509 €,29 h 30 min,2 escalas,7:40,13:10+1,ida y vuelta,2023-04-22T21:36:25.321386
"IberiaOperado por Air Nostrum for Iberia,Mel Air for Airnostrum as Iberia,Mel Air for Airnostrum as Iberia",556 €,23 h 20 min,2 escalas,19:40,19:00+1,ida y vuelta,2023-04-22T21:36:25.321386
"IberiaOperado por Iberia Express,Mel Air for Airnostrum as Iberia",647 €,22 h 35 min,1 escala,11:40,10:15+1,ida y vuelta,2023-04-22T21:36:25.321386
"IberiaOperado por Iberia Express,Mel Air for Airnostrum as Iberia",647 €,18 h 15 min,1 escala,16:00,10:15+1,ida y vuelta,2023-04-22T21:36:25.321386
"IberiaOperado por Iberia Express,Mel Air for Airnostrum as Iberia",647 €,14 h 30 min,1 escala,19:45,10:15+1,ida y vuelta,2023-04-22T21:36:25.321386
VuelingIberia,851 €,18 h 20 min,1 escala,18:30,12:50+1,ida y vuelta,2023-04-22T21:36:25.321386
"Iberia,VuelingOperado por Iberia Express",1.016 €,15 h 10 min,2 escalas,21:40,12:50+1,ida y vuelta,2023-04-22T21:36:25.321386
"IberiaOperado por Air Nostrum for Iberia,Air Nostrum for Iberia,Mel Air for Airnostrum as Iberia",1.220 €,34 h 45 min,2 escalas,11:45,22:30+1,ida y vuelta,2023-04-22T21:36:25.321386
"IberiaOperado por Mel Air for Airnostrum as Iberia,Mel Air for Airnostrum as Iberia",1.231 €,7 h 30 min,2 escalas,11:30,19:00,ida y vuelta,2023-04-22T21:36:25.321386
"IberiaOperado por Air Nostrum for Iberia,Air Nostrum for Iberia,Mel Air for Airnostrum as Iberia",1.292 €,22 h 30 min,2 escalas,11:45,10:15+1,ida y vuelta,2023-04-22T21:36:25.321386
"IberiaOperado por Air Nostrum for Iberia,Air Nostrum for Iberia,Mel Air for Airnostrum as Iberia",1.468 €,11 h 15 min,2 escalas,23:00,10:15+1,ida y vuelta,2023-04-22T21:36:25.321386
"IberiaOperado por Air Nostrum for Iberia,Air Nostrum for Iberia,Mel Air for Airnostrum as Iberia",1.472 €,26 h 15 min,2 escalas,20:15,22:30+1,ida y vuelta,2023-04-22T21:36:25.321386
"IberiaOperado por Air Nostrum for Iberia,Air Nostrum for Iberia,Mel Air for Airnostrum as Iberia",1.472 €,23 h 30 min,2 escalas,23:00,22:30+1,ida y vuelta,2023-04-22T21:36:25.321386
"IberiaOperado por Mel Air for Airnostrum as Iberia,Mel Air for Airnostrum as Iberia,Mel Air for Airnostrum as Iberia",1.678 €,29 h 35 min,2 escalas,16:55,22:30+1,ida y vuelta,2023-04-22T21:36:25.321386
Iberia,65 €,1 h 10 min,Directo,7:30,8:40,ida y vuelta,2023-04-22T21:36:53.165346
IberiaOperado por Air Nostrum for Iberia,167 €,1 h 15 min,Directo,19:40,20:55,ida y vuelta,2023-04-22T21:36:53.165346
Iberia,215 €,1 h 15 min,Directo,11:40,12:55,ida y vuelta,2023-04-22T21:36:53.165346
VuelingIberia,353 €,3 h 55 min,1 escala,9:30,13:25,ida y vuelta,2023-04-22T21:36:53.165346
"Iberia,VuelingOperado por Air Nostrum for Iberia,Air Nostrum for Iberia",715 €,5 h 30 min,2 escalas,7:55,13:25,ida y vuelta,2023-04-22T21:36:53.165346
VuelingIberia,730 €,16 h 5 min,1 escala,22:35,14:40+1,ida y vuelta,2023-04-22T21:36:53.165346
"Iberia,VuelingOperado por Air Nostrum for Iberia,Air Nostrum for Iberia",755 €,30 h 45 min,2 escalas,7:55,14:40+1,ida y vuelta,2023-04-22T21:36:53.165346
VuelingIberia,770 €,29 h 10 min,1 escala,9:30,14:40+1,ida y vuelta,2023-04-22T21:36:53.165346
VuelingIberia,770 €,25 h,1 escala,13:40,14:40+1,ida y vuelta,2023-04-22T21:36:53.165346
"Iberia,VuelingOperado por Air Nostrum for Iberia,Air Nostrum for Iberia",777 €,30 h 45 min,2 escalas,7:55,14:40+1,ida y vuelta,2023-04-22T21:36:53.165346
VuelingIberia,790 €,20 h 10 min,1 escala,18:30,14:40+1,ida y vuelta,2023-04-22T21:36:53.165346
"SWISS,Eurowings DiscoverLufthansaOperado por Air Baltic for Swiss International Air Lines",1.129 €,36 h 5 min,2 escalas,19:45,7:50+2,ida y vuelta,2023-04-22T21:36:53.165346
"SWISS,Eurowings DiscoverLufthansa",1.129 €,36 h 5 min,2 escalas,19:45,7:50+2,ida y vuelta,2023-04-22T21:36:53.165346
"SWISS,Lufthansa,Eurowings Discover",1.129 €,36 h 5 min,2 escalas,19:45,7:50+2,ida y vuelta,2023-04-22T21:36:53.165346
"SWISS,Lufthansa,Eurowings Discover",1.129 €,36 h 5 min,2 escalas,19:45,7:50+2,ida y vuelta,2023-04-22T21:36:53.165346
"SWISS,Lufthansa,Eurowings Discover",1.154 €,36 h 5 min,2 escalas,19:45,7:50+2,ida y vuelta,2023-04-22T21:36:53.165346
"Lufthansa,Eurowings DiscoverOperado por Lufthansa CityLine",1.273 €,40 h 25 min,2 escalas,15:25,7:50+2,ida y vuelta,2023-04-22T21:36:53.165346
"Lufthansa,Eurowings DiscoverOperado por Lufthansa CityLine",1.278 €,40 h 25 min,2 escalas,15:25,7:50+2,ida y vuelta,2023-04-22T21:36:53.165346
"Lufthansa,Eurowings DiscoverOperado por Lufthansa CityLine",1.278 €,40 h 25 min,2 escalas,15:25,7:50+2,ida y vuelta,2023-04-22T21:36:53.165346
"Lufthansa,Eurowings DiscoverOperado por Lufthansa CityLine",1.378 €,40 h 25 min,2 escalas,15:25,7:50+2,ida y vuelta,2023-04-22T21:36:53.165346
"Lufthansa,Eurowings DiscoverOperado por Lufthansa CityLine",1.381 €,40 h 25 min,2 escalas,15:25,7:50+2,ida y vuelta,2023-04-22T21:36:53.165346
"Lufthansa,Eurowings DiscoverOperado por Lufthansa CityLine",1.390 €,40 h 25 min,2 escalas,15:25,7:50+2,ida y vuelta,2023-04-22T21:36:53.165346
"Lufthansa,Eurowings DiscoverOperado por Lufthansa CityLine",1.390 €,40 h 25 min,2 escalas,15:25,7:50+2,ida y vuelta,2023-04-22T21:36:53.165346
"Lufthansa,Eurowings DiscoverOperado por Lufthansa CityLine",1.394 €,40 h 25 min,2 escalas,15:25,7:50+2,ida y vuelta,2023-04-22T21:36:53.165346
"Lufthansa,Eurowings DiscoverOperado por Lufthansa CityLine",1.394 €,40 h 25 min,2 escalas,15:25,7:50+2,ida y vuelta,2023-04-22T21:36:53.165346
"SWISS,Eurowings DiscoverLufthansa",1.520 €,36 h 5 min,2 escalas,19:45,7:50+2,ida y vuelta,2023-04-22T21:36:53.165346
"SWISS,Lufthansa,Eurowings Discover",1.520 €,36 h 5 min,2 escalas,19:45,7:50+2,ida y vuelta,2023-04-22T21:36:53.165346
"SWISS,Lufthansa,Eurowings Discover",1.520 €,36 h 5 min,2 escalas,19:45,7:50+2,ida y vuelta,2023-04-22T21:36:53.165346
"Lufthansa,LuxairOperado por Lufthansa CityLine",1.589 €,39 h 35 min,2 escalas,17:10,8:45+2,ida y vuelta,2023-04-22T21:36:53.165346
"Lufthansa,LuxairOperado por Lufthansa CityLine",1.613 €,39 h 35 min,2 escalas,17:10,8:45+2,ida y vuelta,2023-04-22T21:36:53.165346
"Lufthansa,LuxairOperado por Lufthansa CityLine",1.641 €,39 h 35 min,2 escalas,17:10,8:45+2,ida y vuelta,2023-04-22T21:36:53.165346
IberiaOperado por Air Nostrum for Iberia,107 €,1 h 10 min,Directo,15:55,17:05,ida y vuelta,2023-04-22T21:37:17.237884
IberiaOperado por Air Nostrum for Iberia,160 €,1 h 10 min,Directo,12:00,13:10,ida y vuelta,2023-04-22T21:37:17.237884
IberiaOperado por Air Nostrum for Iberia,174 €,1 h 10 min,Directo,19:40,20:50,ida y vuelta,2023-04-22T21:37:17.237884
VuelingIberia,292 €,10 h 20 min,1 escala,22:35,8:55+1,ida y vuelta,2023-04-22T21:37:17.237884
VuelingIberia,302 €,14 h 30 min,1 escala,18:25,8:55+1,ida y vuelta,2023-04-22T21:37:17.237884
VuelingIberia,302 €,13 h 40 min,1 escala,22:35,12:15+1,ida y vuelta,2023-04-22T21:37:17.237884
"IberiaOperado por Air Nostrum for Iberia,Mel Air for Airnostrum as Iberia",364 €,27 h 5 min,1 escala,7:40,10:45+1,ida y vuelta,2023-04-22T21:37:17.237884
"Iberia,VuelingOperado por Iberia Express",420 €,36 h 40 min,1 escala,22:45,11:25+2,ida y vuelta,2023-04-22T21:37:17.237884
"IberiaOperado por Mel Air for Airnostrum as Iberia,Mel Air for Airnostrum as Iberia",490 €,22 h 40 min,1 escala,12:05,10:45+1,ida y vuelta,2023-04-22T21:37:17.237884
"IberiaOperado por Air Nostrum for Iberia,Mel Air for Airnostrum as Iberia,Mel Air for Airnostrum as Iberia",535 €,22 h 45 min,2 escalas,12:00,10:45+1,ida y vuelta,2023-04-22T21:37:17.237884
"IberiaOperado por Air Nostrum for Iberia,Mel Air for Airnostrum as Iberia,Mel Air for Airnostrum as Iberia",537 €,22 h 45 min,2 escalas,12:00,10:45+1,ida y vuelta,2023-04-22T21:37:17.237884
VuelingIberia,647 €,34 h 20 min,1 escala,22:35,8:55+2,ida y vuelta,2023-04-22T21:37:17.237884
"IberiaOperado por Mel Air for Airnostrum as Iberia,Mel Air for Airnostrum as Iberia",667 €,17 h 50 min,1 escala,16:55,10:45+1,ida y vuelta,2023-04-22T21:37:17.237884
VuelingIberia,720 €,23 h 30 min,1 escala,22:35,22:05+1,ida y vuelta,2023-04-22T21:37:17.237884
VuelingIberia,744 €,27 h 40 min,1 escala,18:25,22:05+1,ida y vuelta,2023-04-22T21:37:17.237884
VuelingIberia,794 €,17 h 50 min,1 escala,18:25,12:15+1,ida y vuelta,2023-04-22T21:37:17.237884
"Iberia,VuelingOperado por Iberia Express",928 €,24 h 25 min,2 escalas,21:40,22:05+1,ida y vuelta,2023-04-22T21:37:17.237884
"Iberia,VuelingOperado por Iberia Express",1.003 €,14 h 35 min,2 escalas,21:40,12:15+1,ida y vuelta,2023-04-22T21:37:17.237884
"Iberia,VuelingOperado por Iberia Express",1.017 €,24 h 10 min,2 escalas,8:45,8:55+1,ida y vuelta,2023-04-22T21:37:17.237884
"Iberia,VuelingOperado por Iberia Express",1.017 €,24 h 10 min,2 escalas,8:45,8:55+1,ida y vuelta,2023-04-22T21:37:17.237884
"Iberia,VuelingOperado por Iberia Express",1.017 €,24 h 10 min,2 escalas,8:45,8:55+1,ida y vuelta,2023-04-22T21:37:17.237884
"Iberia,VuelingOperado por Iberia Express",1.024 €,24 h 10 min,2 escalas,8:45,8:55+1,ida y vuelta,2023-04-22T21:37:17.237884
"Iberia,Vueling",1.029 €,21 h 20 min,2 escalas,11:35,8:55+1,ida y vuelta,2023-04-22T21:37:17.237884
"Iberia,Vueling",1.050 €,25 h 25 min,2 escalas,7:30,8:55+1,ida y vuelta,2023-04-22T21:37:17.237884
Ryanair,61 €,3 h 10 min,Directo,14:30,16:40,ida y vuelta,2023-04-22T21:37:45.458835
Iberia ExpressIberia,91 €,3 h 5 min,Directo,22:45,0:50+1,ida y vuelta,2023-04-22T21:37:45.458835
Billetes separados que se han reservado juntos,124 €,Iberia,MAD–TFS,22:45,0:50+1,ida y vuelta,2023-04-22T21:37:45.458835
"Iberia,Binter CanariasOperado por Iberia Express",173 €,11 h 45 min,1 escala,7:30,18:15,ida y vuelta,2023-04-22T21:37:45.458835
Iberia Express,174 €,3 h 10 min,Directo,11:25,13:35,ida y vuelta,2023-04-22T21:37:45.458835
"Iberia,Binter CanariasOperado por Iberia Express",174 €,19 h 20 min,1 escala,23:55,18:15+1,ida y vuelta,2023-04-22T21:37:45.458835
IberiaVuelingOperado por Iberia Express,192 €,3 h 10 min,Directo,11:25,13:35,ida y vuelta,2023-04-22T21:37:45.458835
"Iberia,Binter CanariasOperado por Iberia Express",225 €,7 h 20 min,1 escala,11:55,18:15,ida y vuelta,2023-04-22T21:37:45.458835
"Iberia,Binter CanariasOperado por Iberia Express",244 €,9 h 50 min,1 escala,9:25,18:15,ida y vuelta,2023-04-22T21:37:45.458835
"Iberia,Binter CanariasOperado por Iberia Express",275 €,21 h 15 min,1 escala,22:00,18:15+1,ida y vuelta,2023-04-22T21:37:45.458835
"Tap Air PortugalOperado por Portugalia Airlines,Portugalia Airlines",328 €,17 h 5 min,1 escala,20:10,12:15+1,ida y vuelta,2023-04-22T21:37:45.458835
"Tap Air PortugalOperado por Portugalia Airlines,Portugalia Airlines",328 €,15 h,1 escala,22:15,12:15+1,ida y vuelta,2023-04-22T21:37:45.458835
Tap Air PortugalOperado por Portugalia Airlines,332 €,26 h 10 min,1 escala,11:05,12:15+1,ida y vuelta,2023-04-22T21:37:45.458835
Tap Air PortugalOperado por Portugalia Airlines,345 €,5 h 35 min,1 escala,7:40,12:15,ida y vuelta,2023-04-22T21:37:45.458835
Tap Air PortugalOperado por Portugalia Airlines,377 €,20 h 55 min,1 escala,16:20,12:15+1,ida y vuelta,2023-04-22T21:37:45.458835
"Tap Air PortugalOperado por Portugalia Airlines,Portugalia Airlines",377 €,19 h 20 min,1 escala,17:55,12:15+1,ida y vuelta,2023-04-22T21:37:45.458835
Tap Air PortugalOperado por Portugalia Airlines,380 €,29 h 35 min,1 escala,7:40,12:15+1,ida y vuelta,2023-04-22T21:37:45.458835
Tap Air PortugalOperado por Portugalia Airlines,431 €,23 h 40 min,1 escala,13:35,12:15+1,ida y vuelta,2023-04-22T21:37:45.458835
Billetes separados que se han reservado juntos,628 €,Transavia,MAD–TFS,13:05,14:35+1,ida y vuelta,2023-04-22T21:37:45.458835
Aer Lingus,843 €,10 h,1 escala,10:40,19:40,ida y vuelta,2023-04-22T21:37:45.458835
Aer Lingus,923 €,26 h 5 min,1 escala,10:40,11:45+1,ida y vuelta,2023-04-22T21:37:45.458835
"Iberia,British AirwaysOperado por BA Euroflyer",1.036 €,12 h 15 min,1 escala,8:00,19:15,ida y vuelta,2023-04-22T21:37:45.458835
"Iberia,British AirwaysOperado por Iberia Express,BA Euroflyer",1.094 €,11 h 30 min,1 escala,8:45,19:15,ida y vuelta,2023-04-22T21:37:45.458835
"Iberia,VuelingOperado por Iberia Express",1.133 €,19 h 40 min,1 escala,21:40,16:20+1,ida y vuelta,2023-04-22T21:37:45.458835
"Iberia,British Airways",1.181 €,22 h 5 min,1 escala,14:55,12:00+1,ida y vuelta,2023-04-22T21:37:45.458835
"Iberia,British AirwaysOperado por BA Euroflyer",1.211 €,13 h 15 min,1 escala,7:00,19:15,ida y vuelta,2023-04-22T21:37:45.458835
"Iberia,British AirwaysOperado por BA Euroflyer",1.211 €,11 h 5 min,1 escala,9:10,19:15,ida y vuelta,2023-04-22T21:37:45.458835
"Iberia,British Airways",1.244 €,23 h 30 min,1 escala,13:30,12:00+1,ida y vuelta,2023-04-22T21:37:45.458835
"Iberia,British Airways",1.244 €,21 h 15 min,1 escala,15:45,12:00+1,ida y vuelta,2023-04-22T21:37:45.458835
"Iberia,British Airways",1.244 €,20 h 10 min,1 escala,16:50,12:00+1,ida y vuelta,2023-04-22T21:37:45.458835
"Iberia,British Airways",1.244 €,25 h 30 min,1 escala,16:50,17:20+1,ida y vuelta,2023-04-22T21:37:45.458835
"Iberia,British Airways",1.244 €,19 h 5 min,1 escala,17:55,12:00+1,ida y vuelta,2023-04-22T21:37:45.458835
"Iberia,British Airways",1.244 €,24 h 25 min,1 escala,17:55,17:20+1,ida y vuelta,2023-04-22T21:37:45.458835
"Iberia,British AirwaysOperado por Iberia Express for Iberia,BA Euroflyer",1.251 €,24 h 15 min,1 escala,18:40,17:55+1,ida y vuelta,2023-04-22T21:37:45.458835
"Iberia,British AirwaysOperado por Iberia Express for Iberia",1.255 €,18 h 20 min,1 escala,18:40,12:00+1,ida y vuelta,2023-04-22T21:37:45.458835
British AirwaysOperado por BA Euroflyer,1.306 €,22 h 10 min,1 escala,20:45,17:55+1,ida y vuelta,2023-04-22T21:37:45.458835
British Airways,1.328 €,19 h 40 min,1 escala,17:20,12:00+1,ida y vuelta,2023-04-22T21:37:45.458835
British Airways,1.328 €,17 h 5 min,1 escala,19:55,12:00+1,ida y vuelta,2023-04-22T21:37:45.458835
British Airways,1.328 €,16 h 15 min,1 escala,20:45,12:00+1,ida y vuelta,2023-04-22T21:37:45.458835
British Airways,1.328 €,21 h 35 min,1 escala,20:45,17:20+1,ida y vuelta,2023-04-22T21:37:45.458835
"Iberia,British AirwaysOperado por Iberia Express,BA Euroflyer",1.450 €,12 h 45 min,2 escalas,7:30,19:15,ida y vuelta,2023-04-22T21:37:45.458835
"Iberia,British AirwaysOperado por Iberia Express,BA Euroflyer,BA Euroflyer",1.470 €,13 h 10 min,2 escalas,7:05,19:15,ida y vuelta,2023-04-22T21:37:45.458835
Ryanair,50 €,2 h 50 min,Directo,7:05,8:55,ida y vuelta,2023-04-22T21:38:15.257757
Iberia Express,94 €,2 h 45 min,Directo,19:50,21:35,ida y vuelta,2023-04-22T21:38:15.257757
IberiaOperado por Iberia Express,119 €,2 h 45 min,Directo,19:50,21:35,ida y vuelta,2023-04-22T21:38:15.257757
Iberia Express,129 €,2 h 50 min,Directo,11:25,13:15,ida y vuelta,2023-04-22T21:38:15.257757
IberiaOperado por Iberia Express,156 €,2 h 50 min,Directo,11:25,13:15,ida y vuelta,2023-04-22T21:38:15.257757
"Iberia,Binter CanariasOperado por Iberia Express",176 €,5 h 45 min,1 escala,7:30,12:15,ida y vuelta,2023-04-22T21:38:15.257757
"Iberia,Binter CanariasOperado por Iberia Express",176 €,8 h 10 min,1 escala,7:30,14:40,ida y vuelta,2023-04-22T21:38:15.257757
"Iberia,Binter CanariasOperado por Iberia Express",176 €,6 h 15 min,1 escala,9:25,14:40,ida y vuelta,2023-04-22T21:38:15.257757
"Iberia,Binter CanariasOperado por Iberia Express",188 €,17 h 15 min,1 escala,22:45,15:00+1,ida y vuelta,2023-04-22T21:38:15.257757
"Iberia,Binter CanariasOperado por Iberia Express",189 €,23 h 15 min,1 escala,14:00,12:15+1,ida y vuelta,2023-04-22T21:38:15.257757
"Iberia,Binter CanariasOperado por Iberia Express",189 €,25 h 40 min,1 escala,14:00,14:40+1,ida y vuelta,2023-04-22T21:38:15.257757
"Iberia,Binter CanariasOperado por Iberia Express",189 €,22 h 35 min,1 escala,14:40,12:15+1,ida y vuelta,2023-04-22T21:38:15.257757
"Iberia,Binter CanariasOperado por Iberia Express",189 €,25 h,1 escala,14:40,14:40+1,ida y vuelta,2023-04-22T21:38:15.257757
"Iberia,Binter CanariasOperado por Iberia Express",191 €,16 h 55 min,2 escalas,22:45,14:40+1,ida y vuelta,2023-04-22T21:38:15.257757
"Iberia,Binter CanariasOperado por Iberia Express",191 €,22 h 55 min,2 escalas,22:45,20:40+1,ida y vuelta,2023-04-22T21:38:15.257757
"Iberia,Binter CanariasOperado por Iberia Express",192 €,22 h 55 min,2 escalas,22:45,20:40+1,ida y vuelta,2023-04-22T21:38:15.257757
"Iberia,Binter CanariasOperado por Iberia Express",194 €,15 h 15 min,1 escala,22:00,12:15+1,ida y vuelta,2023-04-22T21:38:15.257757
"Iberia,Binter CanariasOperado por Iberia Express",195 €,17 h 40 min,1 escala,22:00,14:40+1,ida y vuelta,2023-04-22T21:38:15.257757
"Iberia,Binter CanariasOperado por Iberia Express",195 €,23 h 40 min,1 escala,22:00,20:40+1,ida y vuelta,2023-04-22T21:38:15.257757
"Iberia,Binter CanariasOperado por Iberia Express",197 €,18 h,2 escalas,22:00,15:00+1,ida y vuelta,2023-04-22T21:38:15.257757
"Iberia,Binter CanariasOperado por Iberia Express",197 €,18 h,2 escalas,22:00,15:00+1,ida y vuelta,2023-04-22T21:38:15.257757
"Iberia,Binter CanariasOperado por Iberia Express",197 €,18 h,2 escalas,22:00,15:00+1,ida y vuelta,2023-04-22T21:38:15.257757
"Iberia,Binter CanariasOperado por Iberia Express",209 €,25 h 10 min,1 escala,14:50,15:00+1,ida y vuelta,2023-04-22T21:38:15.257757
"Iberia,Binter CanariasOperado por Iberia Express",212 €,7 h 55 min,2 escalas,7:45,14:40,ida y vuelta,2023-04-22T21:38:15.257757
"Iberia,Binter CanariasOperado por Iberia Express",216 €,27 h 35 min,1 escala,12:25,15:00+1,ida y vuelta,2023-04-22T21:38:15.257757
"Air Europa,canaryfly",292 €,25 h 35 min,1 escala,7:05,7:40+1,ida y vuelta,2023-04-22T21:38:15.257757
"Air Europa,canaryfly",304 €,27 h 55 min,1 escala,7:05,10:00+1,ida y vuelta,2023-04-22T21:38:15.257757
"Air Europa,canaryfly",433 €,11 h 35 min,1 escala,7:05,17:40,ida y vuelta,2023-04-22T21:38:15.257757
"Air Europa,canaryfly",433 €,12 h 40 min,1 escala,20:00,7:40+1,ida y vuelta,2023-04-22T21:38:15.257757
"Air Europa,canaryfly",434 €,17 h 35 min,1 escala,15:05,7:40+1,ida y vuelta,2023-04-22T21:38:15.257757
"Air Europa,canaryfly",473 €,11 h 35 min,2 escalas,7:05,17:40,ida y vuelta,2023-04-22T21:38:15.257757
"Air Europa,canaryfly",473 €,21 h,2 escalas,11:40,7:40+1,ida y vuelta,2023-04-22T21:38:15.257757
"Air Europa,canaryfly",473 €,17 h 40 min,2 escalas,15:00,7:40+1,ida y vuelta,2023-04-22T21:38:15.257757
"Air Europa,canaryfly",485 €,20 h,2 escalas,15:00,10:00+1,ida y vuelta,2023-04-22T21:38:15.257757
"Air Europa,canaryfly",499 €,10 h 5 min,1 escala,7:05,16:10,ida y vuelta,2023-04-22T21:38:15.257757
"Air Europa,canaryfly",499 €,5 h 30 min,1 escala,11:40,16:10,ida y vuelta,2023-04-22T21:38:15.257757
"Air Europa,canaryfly",499 €,15 h,1 escala,20:00,10:00+1,ida y vuelta,2023-04-22T21:38:15.257757
"Air Europa,canaryfly",500 €,19 h 55 min,1 escala,15:05,10:00+1,ida y vuelta,2023-04-22T21:38:15.257757
"Air Europa,canaryfly",606 €,27 h 35 min,1 escala,15:00,17:35+1,ida y vuelta,2023-04-22T21:38:15.257757
"Air Europa,canaryfly",606 €,27 h 35 min,1 escala,15:05,17:40+1,ida y vuelta,2023-04-22T21:38:15.257757
"Air Europa,canaryfly",606 €,22 h 40 min,1 escala,20:00,17:40+1,ida y vuelta,2023-04-22T21:38:15.257757
VuelingIberia,1.260 €,21 h 50 min,1 escala,22:35,19:25+1,ida y vuelta,2023-04-22T21:38:15.257757
VuelingIberia,1.300 €,34 h 55 min,1 escala,9:30,19:25+1,ida y vuelta,2023-04-22T21:38:15.257757
VuelingIberia,1.300 €,30 h 45 min,1 escala,13:40,19:25+1,ida y vuelta,2023-04-22T21:38:15.257757
VuelingIberia,1.320 €,25 h 55 min,1 escala,18:30,19:25+1,ida y vuelta,2023-04-22T21:38:15.257757
"Lufthansa,Air Dolomiti,Luxair",4.178 €,11 h 45 min,2 escalas,6:10,16:55,ida y vuelta,2023-04-22T21:38:15.257757
"Lufthansa,Edelweiss AirSWISS",4.228 €,11 h 45 min,2 escalas,6:10,16:55,ida y vuelta,2023-04-22T21:38:15.257757
"Lufthansa,Edelweiss AirSWISS",4.269 €,10 h 40 min,2 escalas,7:15,16:55,ida y vuelta,2023-04-22T21:38:15.257757
Ryanair,27 €,1 h 15 min,Directo,13:50,15:05,ida y vuelta,2023-04-22T21:38:45.795408
Ryanair,27 €,1 h 15 min,Directo,23:00,0:15+1,ida y vuelta,2023-04-22T21:38:45.795408
Iberia,77 €,1 h 15 min,Directo,7:20,8:35,ida y vuelta,2023-04-22T21:38:45.795408
Iberia,115 €,1 h 10 min,Directo,19:50,21:00,ida y vuelta,2023-04-22T21:38:45.795408
Iberia,166 €,1 h 15 min,Directo,15:50,17:05,ida y vuelta,2023-04-22T21:38:45.795408
IberiaOperado por Air Nostrum for Iberia,217 €,10 h 50 min,1 escala,7:25,18:15,ida y vuelta,2023-04-22T21:38:45.795408
IberiaOperado por Air Nostrum for Iberia,261 €,35 h 50 min,1 escala,7:25,19:15+1,ida y vuelta,2023-04-22T21:38:45.795408
IberiaOperado por Air Nostrum for Iberia,266 €,21 h 5 min,1 escala,22:10,19:15+1,ida y vuelta,2023-04-22T21:38:45.795408
IberiaOperado por Air Nostrum for Iberia,276 €,6 h 30 min,1 escala,11:45,18:15,ida y vuelta,2023-04-22T21:38:45.795408
IberiaOperado por Air Nostrum for Iberia,284 €,27 h 20 min,1 escala,15:55,19:15+1,ida y vuelta,2023-04-22T21:38:45.795408
VuelingIberia,298 €,4 h 40 min,1 escala,13:40,18:20,ida y vuelta,2023-04-22T21:38:45.795408
IberiaOperado por Air Nostrum for Iberia,320 €,31 h 30 min,1 escala,11:45,19:15+1,ida y vuelta,2023-04-22T21:38:45.795408
IberiaOperado por Air Nostrum for Iberia,320 €,25 h 30 min,1 escala,17:45,19:15+1,ida y vuelta,2023-04-22T21:38:45.795408
VuelingIberia,328 €,8 h 50 min,1 escala,9:30,18:20,ida y vuelta,2023-04-22T21:38:45.795408
"IberiaOperado por Air Nostrum for Iberia,Air Nostrum for Iberia",350 €,21 h,2 escalas,22:15,19:15+1,ida y vuelta,2023-04-22T21:38:45.795408
VuelingIberia,358 €,9 h 25 min,1 escala,13:40,23:05,ida y vuelta,2023-04-22T21:38:45.795408
"IberiaOperado por Air Nostrum for Iberia,Air Nostrum for Iberia",368 €,27 h 30 min,2 escalas,15:45,19:15+1,ida y vuelta,2023-04-22T21:38:45.795408
VuelingIberia,368 €,4 h 35 min,1 escala,18:30,23:05,ida y vuelta,2023-04-22T21:38:45.795408
